case,solver,N,shape,n_unknowns,kappa_row,max_rel_err,max_abs_err,residual,wall_time_s,converged,n_outer,notes,rel_l2_err,rms_err,linf_err,stop_reason,vqls_final_cost,qsvt_degree,qsvt_depth,hhl_scale_c,scheme,convergence_factor,n_levels,level_shapes,level_kappas,anisotropy,strip_solves,strip_solves_by_size,weighted_cost,mean_strip_size,inner_calls,inner_total_s,inner_mean_s,inner_max_s,inner_failures,inner_options,n_circuit_evals,err_vs_thomas,err_thomas_vs_exact,peak_E_field,peak_E_rel_err,peak_E_axial,azimuthal_mode_amp,azimuthal_mode_rel_err,s_per_strip_solve,solves_per_digit,discretisation_order,hhl_trotter_steps,backend_name
3D_HET_RotatingSpoke_SPT100,VQLS,4,4x4x4,64,1.3845874083379235,4.442511375286605,15.67129751618171,2.1916735077480015e-06,599.9152465369552,False,39,scheme_fallback:fmg->sor,0.03962522893519551,7.756866291922357,4.442502670677193,stagnated,1.4734367572198328e-13,,,,line-sor,0.7154834445175555,,[],[],15.707963267948964,624,"{""4"": 624}",624.0,4.0,624,599.8844798877835,0.9613533331534992,1.6311155799776316,0,{},173.72756410256412,0.0001053006592650787,4.442409572335141,35641.38149095163,4.450541261511584,17591.01991923439,115.15503444767836,8.064359619047572,0.961402638681018,112.9367691114327,2,,aer_simulator_statevector (CPU)
3D_HET_RotatingSpoke_SPT100,QSVT,4,4x4x4,64,1.3845874083379235,4.442418311767215,15.670969104042058,3.763733252855527e-07,61.10660755261779,True,12,scheme_fallback:fmg->sor,0.03962502529752108,7.756826428677273,4.442409572335721,tol_met,,501,1003,,line-sor,0.2680081137997274,,[],[],15.707963267948964,192,"{""4"": 192}",192.0,4.0,192,61.0973182823509,0.31821519938724424,12.647397376596928,0,"{""max_degree"": 500}",,5.554289990975958e-13,4.442409572335141,35641.37149601947,4.4505119703890115,17590.932957247576,115.15502974414309,8.064355205132633,0.31826358100321767,30.52283404107963,2,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,Thomas,4,4x4x4,64,1.7384968229309907,3.355872401027013,0.02886846792714559,9.105397615866348e-07,0.014183152467012405,True,12,scheme_fallback:fmg->sor,0.03355851403110951,0.01658145925453511,3.355867146788807,tol_met,,,,,line-sor,0.2995029795680163,,[],[],1.0,192,"{""4"": 192}",192.0,4.0,192,0.009007444605231285,4.691377398557961e-05,0.00018227659165859222,0,{},,0.0,3.355867146788807,1.8531128630462683,3.355927334129753,1.6980435930974591,,,7.387058576568961e-05,33.33572135152995,2,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,HHL,4,4x4x4,64,1.7384968229309907,3.392058480816454,0.02917979978820251,0.0016803663134275688,128.06629979610443,False,23,scheme_fallback:fmg->sor,0.03356205693192914,0.01658320982267794,3.3920584807697516,stagnated,,,,0.9325546334348072,line-sor,0.770299956000483,,[],[],1.0,368,"{""4"": 368}",368.0,4.0,368,128.0467708427459,0.34795318163789646,0.600794954225421,0,"{""epsilon"": 0.01}",,0.057041210148076026,3.355867146788807,1.8565888955400884,3.5498003404677245,1.7021360398440781,,,0.34800624944593594,147.58473612164167,2,100,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,VQLS,4,4x4x4,64,1.7384968229309907,3.356002697265801,0.028868440290630293,2.060458422209952e-06,584.7471073046327,False,37,scheme_fallback:fmg->sor,0.03355839110446583,0.01658139851575712,3.355863934132216,stagnated,1.4891635222244533e-13,,,,line-sor,0.7077229279091679,,[],[],1.0,592,"{""4"": 592}",592.0,4.0,592,584.7198538202792,0.9877024557774987,1.3664489816874266,0,{},180.6081081081081,7.270292263743444e-05,3.355867146788807,1.8531127398637708,3.3559204637218474,1.6980431845593618,,,0.9877484920686362,109.52978633235709,2,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,QSVT,4,4x4x4,64,1.7384968229309907,3.3558724010275447,0.028868467927145702,9.105397617488433e-07,61.046342220157385,True,12,scheme_fallback:fmg->sor,0.033558514031110244,0.016581459254535476,3.3558671467888193,tol_met,,501,1003,,line-sor,0.29950297957286676,,[],[],1.0,192,"{""4"": 192}",192.0,4.0,192,61.03768827021122,0.3179046264073501,12.64020811766386,0,"{""max_degree"": 500}",,4.495299364917813e-13,3.355867146788807,1.853112863046269,3.35592733412979,1.6980435930974536,,,0.3179496990633197,33.33572135197774,2,,aer_simulator_statevector (CPU)
3D_Laplace_BCdriven_cube,Thomas,4,4x4x4,64,1.7384968229309907,15.458191425115617,0.015159653460476874,2.0844229235903538e-07,0.027897361665964127,True,13,scheme_fallback:fmg->sor,0.05238275951000901,0.007363642687424544,4.078268885848402,tol_met,,,,,line-sor,0.29832012648847583,,[],[],1.0,208,"{""4"": 208}",208.0,4.0,184,0.009071776643395424,4.9303133931496866e-05,0.00013204291462898254,0,{},,0.0,4.078268885848402,1.2271857297109656,1.6972040880597703,0.7388702861057945,,,0.000134121931086366,32.995921764368596,2,,aer_simulator_statevector (CPU)
3D_Laplace_BCdriven_cube,HHL,4,4x4x4,64,1.7384968229309907,15.514964483226953,0.01526459050522333,0.0009072011313027667,127.1516028828919,False,24,scheme_fallback:fmg->sor,0.052384070487236936,0.00736382697645338,4.106499180536741,stagnated,,,,0.22138211033750932,line-sor,0.7658195285388627,,[],[],1.0,384,"{""4"": 384}",384.0,4.0,360,127.13144543021917,0.35314290397283105,0.7817884497344494,0,"{""epsilon"": 0.01}",,0.044056762376200286,4.078268885848402,1.2275973816996828,1.7313177966014157,0.7402471998436624,,,0.3311239658408643,144.0850846775752,2,100,aer_simulator_statevector (CPU)
3D_Laplace_BCdriven_cube,VQLS,4,4x4x4,64,1.7384968229309907,15.458280371332735,0.015159751695002499,9.761925985263023e-07,180.7452121824026,True,13,scheme_fallback:fmg->sor,0.052382759510696444,0.007363642687521179,4.078295313023035,tol_met,1.362141076261705e-13,,,,line-sor,0.33928268287594693,,[],[],1.0,208,"{""4"": 208}",208.0,4.0,184,180.73788709007204,0.9822711254895219,1.3233238644897938,0,{},181.14673913043478,5.055913099156065e-05,4.078268885848402,1.22718601886178,1.697228050063787,0.7388707100707063,,,0.868967366261551,36.92355970686215,2,,aer_simulator_statevector (CPU)
3D_Laplace_BCdriven_cube,QSVT,4,4x4x4,64,1.7384968229309907,15.45819142511661,0.015159653460476985,2.0844229232242752e-07,57.37065567635,True,13,scheme_fallback:fmg->sor,0.052382759510009556,0.007363642687424621,4.0782688858484315,tol_met,,501,1003,,line-sor,0.29832012648410977,,[],[],1.0,208,"{""4"": 208}",208.0,4.0,184,57.3620336111635,0.3117501826693668,12.63424943946302,0,"{""max_degree"": 500}",,4.663265230507186e-13,4.078268885848402,1.2271857297109656,1.6972040880597703,0.7388702861057924,,,0.2758204599824519,32.995921763969356,2,,aer_simulator_statevector (CPU)
3D_Poisson_TwoGaussian_cube,Thomas,4,4x4x4,64,1.7384968229309907,128789.83287369847,0.22086018594339585,2.661949873261671e-07,0.027898402884602547,True,12,scheme_fallback:fmg->sor,0.31195530052159054,0.052693598233233926,42.61122594458303,tol_met,,,,,line-sor,0.2771176951497636,,[],[],1.0,192,"{""4"": 192}",192.0,4.0,192,0.02245061658322811,0.00011693029470431308,0.013122379779815674,0,{},,0.0,42.61122594458303,3.1970819353646593,62.16676318425721,1.7948019851379897,,,0.00014530418169063827,31.317828996628233,2,,aer_simulator_statevector (CPU)
3D_Poisson_TwoGaussian_cube,HHL,4,4x4x4,64,1.7384968229309907,272473.5835605252,0.22353378963467319,0.01625913572327483,122.42669093422592,False,21,scheme_fallback:fmg->sor,0.31657488339219386,0.05347391016696834,43.12705241864245,stagnated,,,,0.26930344016633695,line-sor,0.8565940925987705,,[],[],1.0,336,"{""4"": 336}",336.0,4.0,336,122.40947998128831,0.364313928515739,0.5747252404689789,0,"{""epsilon"": 0.01}",,1.9828038483784636,42.61122594458303,3.2025828987191667,62.44579057224122,1.7648559135893438,,,0.3643651515899581,249.90730748172928,2,100,aer_simulator_statevector (CPU)
3D_Poisson_TwoGaussian_cube,VQLS,4,4x4x4,64,1.7384968229309907,128790.08223237297,0.22086014991408742,5.046267424884945e-07,205.49254110082984,True,12,scheme_fallback:fmg->sor,0.31195532410366295,0.05269360221657463,42.611218993339214,tol_met,1.0148074510348455e-13,,,,line-sor,0.29370822615043896,,[],[],1.0,192,"{""4"": 192}",192.0,4.0,192,205.48444365896285,1.0702314773904316,1.5609157420694828,0,{},193.43229166666666,2.186383748009435e-05,42.61122594458303,3.197081767916324,62.1667546907137,1.7948015193435296,,,1.070273651566822,32.80412317437294,2,,aer_simulator_statevector (CPU)
3D_Poisson_TwoGaussian_cube,QSVT,4,4x4x4,64,1.7384968229309907,128789.83287294622,0.22086018594338586,2.6619498598165264e-07,63.59687619097531,True,12,scheme_fallback:fmg->sor,0.311955300521567,0.05269359823322996,42.61122594458111,tol_met,,501,1003,,line-sor,0.2771176950225195,,[],[],1.0,192,"{""4"": 192}",192.0,4.0,192,63.58754508383572,0.33118513064497773,12.825748460367322,0,"{""max_degree"": 500}",,1.1356437022894343e-11,42.61122594458303,3.1970819353646522,62.166763184256844,1.7948019851381507,,,0.33123373016132973,31.3178289854227,2,,aer_simulator_statevector (CPU)
3D_Poisson_HighMode_n2m3l4,Thomas,4,4x4x4,64,1.7384968229309907,50.28490512904035,0.4325697465189545,7.028496700035833e-07,0.013442257419228554,True,11,scheme_fallback:fmg->sor,0.5028470423849789,0.24845968259621262,50.28485074792308,tol_met,,,,,line-sor,0.2637375723720848,,[],[],1.0,176,"{""4"": 176}",176.0,4.0,176,0.008510405197739601,4.8354574987156823e-05,0.00016007572412490845,0,{},,0.0,50.28485074792308,12.389662483098771,50.28477349611503,5.229520019717759,,,7.637646260925315e-05,30.40626944657651,2,,aer_simulator_statevector (CPU)
3D_Poisson_HighMode_n2m3l4,HHL,4,4x4x4,64,1.7384968229309907,50.303532697454756,0.43273045587851233,0.0002621452360819923,142.86712259054184,False,24,scheme_fallback:fmg->sor,0.5028471865435131,0.2484597538257927,50.303532697421836,stagnated,,,,1.7790382993274934,line-sor,0.7246825516041274,,[],[],1.0,384,"{""4"": 384}",384.0,4.0,384,142.84560999646783,0.3719937760324683,0.716458898037672,0,"{""epsilon"": 0.01}",,0.02032408713325092,50.28485074792308,12.391346868933082,50.30520484716554,5.229264914328689,,,0.3720497984128694,119.38069438915244,2,100,aer_simulator_statevector (CPU)
3D_Poisson_HighMode_n2m3l4,VQLS,4,4x4x4,64,1.7384968229309907,50.28500946710077,0.4325697964350409,7.517409921658128e-07,185.88022883795202,True,11,scheme_fallback:fmg->sor,0.5028470423852689,0.24845968259635592,50.284856550508614,tol_met,9.097773039973783e-14,,,,line-sor,0.2655171532172214,,[],[],1.0,176,"{""4"": 176}",176.0,4.0,176,185.87386452965438,1.0561015030093999,1.4459924586117268,0,{},197.7443181818182,7.235188637397846e-05,50.28485074792308,12.389666867241544,50.28482667511847,5.229520348516361,,,1.0561376638520001,30.560467676982693,2,,aer_simulator_statevector (CPU)
3D_Poisson_HighMode_n2m3l4,QSVT,4,4x4x4,64,1.7384968229309907,50.28490512904066,0.4325697465189543,7.028496700410459e-07,54.88317830115557,True,11,scheme_fallback:fmg->sor,0.502847042384979,0.24845968259621268,50.28485074792306,tol_met,,501,1003,,line-sor,0.26373757237349055,,[],[],1.0,176,"{""4"": 176}",176.0,4.0,176,54.87554295733571,0.3117928577121347,12.40999580733478,0,"{""max_degree"": 500}",,2.490428322423834e-13,50.28485074792308,12.389662483098792,50.2847734961153,5.229520019717759,,,0.3118362403474748,30.40626944669811,2,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,Thomas,32,32x32x32,32768,1.993223226736647,0.07564786211740321,0.0007530382933139679,3.2764635530770426e-07,3.1264403720851988,True,6,,0.0007555745560222065,0.00027975526806560744,0.07556029117103875,tol_met,,,,,fmg,0.17208212733371414,4,"[[32, 32, 32], [16, 16, 16], [8, 8, 8], [4, 4, 4]]","[1.9932, 1.9747, 1.9122, 1.7385]",1.0,21504,"{""4"": 1920, ""8"": 1152, ""16"": 4096, ""32"": 14336}",16912.0,25.166666666666668,21504,2.448559725889936,0.00011386531463401861,0.0009889369830489159,0,{},,0.0,0.07556029117103875,3.103812362787527,0.07556431509477211,3.103747557439227,,,0.00014538878218402153,4689.477594210427,2,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,QSVT,32,32x32x32,32768,1.993223226736647,0.07564786211342599,0.000753038293518804,3.276462553367341e-07,7064.844212725991,True,6,,0.0007555745560254413,0.0002797552680668051,0.07556029119159215,tol_met,,501,1003,,fmg,0.1720821185828113,4,"[[32, 32, 32], [16, 16, 16], [8, 8, 8], [4, 4, 4]]","[1.9932, 1.9747, 1.9122, 1.7385]",1.0,21504,"{""4"": 1920, ""8"": 1152, ""16"": 4096, ""32"": 14336}",18091.16453612003,25.166666666666668,21504,7063.700837579789,0.32848311186661966,18.33024674700573,0,"{""max_degree"": 500}",,2.658233234224214e-11,0.07556029117103875,3.103812362787622,0.07556431509783632,3.103747557439322,,,0.3285362822138203,4689.477458696998,2,,aer_simulator_statevector (CPU)
3D_Laplace_BCdriven_cube,Thomas,32,32x32x32,32768,1.993223226736647,0.3893826765053828,0.0004111759565199602,5.7811647744357e-07,3.4288313509896398,True,6,,0.0008304086193587497,0.00013599579257447074,0.04715208955808131,tol_met,,,,,fmg,0.13060123875530272,4,"[[32, 32, 32], [16, 16, 16], [8, 8, 8], [4, 4, 4]]","[1.9932, 1.9747, 1.9122, 1.7385]",1.0,21504,"{""4"": 1920, ""8"": 1152, ""16"": 4096, ""32"": 14336}",16912.0,25.166666666666668,21480,2.667987055145204,0.00012420796346113613,0.013141404837369919,0,{},,0.0,0.04715208955808131,3.6276400911929843,0.08951441609225291,2.7141102973901337,,,0.00015945086267622952,4054.056941173605,2,,aer_simulator_statevector (CPU)
3D_Laplace_BCdriven_cube,QSVT,32,32x32x32,32768,1.993223226736647,0.38938267651965297,0.00041117595659928563,5.781164763124876e-07,6978.777707235888,True,6,,0.0008304086193606299,0.00013599579257477865,0.04715208956717805,tol_met,,501,1003,,fmg,0.13060123871271592,4,"[[32, 32, 32], [16, 16, 16], [8, 8, 8], [4, 4, 4]]","[1.9932, 1.9747, 1.9122, 1.7385]",1.0,21504,"{""4"": 1920, ""8"": 1152, ""16"": 4096, ""32"": 14336}",18091.16453612003,25.166666666666668,21480,6977.638113446068,0.32484348759059906,30.03377854381688,0,"{""max_degree"": 500}",,2.491199544162388e-11,0.04715208955808131,3.6276400911930864,0.08951441608943982,2.7141102973903233,,,0.3245339335582165,4054.0569405241886,2,,aer_simulator_statevector (CPU)
3D_HET_RotatingSpoke_SPT100,Thomas,32,32x32x32,32768,1.4942335181253614,0.09643920538772038,0.3752194832952114,5.788506873023722e-07,6.76134493900463,True,9,,0.0008154541503243932,0.12894749605570405,0.09642844164681584,tol_met,,,,,fmg,0.29732605504638776,5,"[[32, 32, 32], [16, 16, 32], [8, 8, 32], [4, 4, 32], [4, 4, 16]]","[1.4942, 1.4787, 1.429, 1.3095, 1.3636]",12.959069696057895,51968,"{""4"": 14080, ""8"": 6144, ""16"": 11264, ""32"": 20480}",29408.0,18.108374384236452,51968,5.060260926373303,9.737263174209711e-05,0.013145282864570618,0,{},,0.0,0.09642844164681584,60604.55934601405,0.09643647373193533,30302.172872521736,38.796680368415785,0.16597829610404805,0.00013010592939894993,10961.62416847607,2,,aer_simulator_statevector (CPU)
3D_HET_RotatingSpoke_SPT100,QSVT,32,32x32x32,32768,1.4942335181253614,0.09643920537386638,0.37521948322932985,5.788505736216482e-07,16012.36432361207,True,9,,0.0008154541503215734,0.12894749605525818,0.09642844162988481,tol_met,,501,1003,,fmg,0.29732604855837297,5,"[[32, 32, 32], [16, 16, 32], [8, 8, 32], [4, 4, 32], [4, 4, 16]]","[1.4942, 1.4787, 1.429, 1.3095, 1.3636]",12.959069696057895,51968,"{""4"": 14080, ""8"": 6144, ""16"": 11264, ""32"": 20480}",34629.2180935082,18.108374384236452,51968,16009.564332824666,0.30806581613347955,18.15538848610595,0,"{""max_degree"": 500}",,2.0285988580150673e-11,0.09642844164681584,60604.55934600455,0.09643647371624085,30302.17287253483,38.796680368417256,0.16597829610784545,0.30811969526655,10961.623971270357,2,,aer_simulator_statevector (CPU)
3D_HET_MMS_SPT100,Thomas,32,32x32x32,32768,1.4942335181253614,0.08045504011429881,0.24078371040474167,5.656351289893231e-07,6.718876925995573,True,9,,0.0008044010393016842,0.08798585240420169,0.08044336369121823,tol_met,,,,,fmg,0.2971119318198961,5,"[[32, 32, 32], [16, 16, 32], [8, 8, 32], [4, 4, 32], [4, 4, 16]]","[1.4942, 1.4787, 1.429, 1.3095, 1.3636]",12.959069696057895,51968,"{""4"": 14080, ""8"": 6144, ""16"": 11264, ""32"": 20480}",29408.0,18.108374384236452,51968,5.0033314127940685,9.627715926712724e-05,0.0008264828938990831,0,{},,0.0,0.08044336369121823,46611.4554168787,0.08045124583057078,23305.64131735443,129.2118310410802,0.08043993009186794,0.00012928873395157738,10955.11733043396,2,,aer_simulator_statevector (CPU)
3D_HET_MMS_SPT100,QSVT,32,32x32x32,32768,1.4942335181253614,0.08045504010061745,0.2407837103547763,5.656350179149308e-07,16170.20606258302,True,9,,0.0008044010392988048,0.08798585240388673,0.08044336367452531,tol_met,,501,1003,,fmg,0.29711192533719566,5,"[[32, 32, 32], [16, 16, 32], [8, 8, 32], [4, 4, 32], [4, 4, 16]]","[1.4942, 1.4787, 1.429, 1.3095, 1.3636]",12.959069696057895,51968,"{""4"": 14080, ""8"": 6144, ""16"": 11264, ""32"": 20480}",34629.2180935082,18.108374384236452,51968,16167.395053795772,0.31110289127531887,18.24997425894253,0,"{""max_degree"": 500}",,2.0436654035650457e-11,0.08044336369121823,46611.455416871635,0.08045124581540147,23305.641317365724,129.21183104108516,0.08043993009572037,0.3111569824234725,10955.117133481803,2,,aer_simulator_statevector (CPU)
3D_Poisson_TwoGaussian_cube,Thomas,32,32x32x32,32768,1.993223226736647,2376660.150854183,0.009663514014499719,5.57189418022438e-07,4.159527414944023,True,8,,0.006456353883096499,0.0008480483399991158,0.9732386125753054,tol_met,,,,,fmg,0.23742153621740683,4,"[[32, 32, 32], [16, 16, 16], [8, 8, 8], [4, 4, 4]]","[1.9932, 1.9747, 1.9122, 1.7385]",1.0,27264,"{""4"": 2304, ""8"": 1408, ""16"": 5120, ""32"": 18432}",21632.0,25.389671361502348,27264,3.244773374404758,0.00011901310792270973,0.0008107731118798256,0,{},,0.0,0.9732386125753054,5.005462925574655,1.214546664244846,4.97160253781606,,,0.00015256482595892102,5457.341474948154,2,,aer_simulator_statevector (CPU)
3D_Poisson_TwoGaussian_cube,QSVT,32,32x32x32,32768,1.993223226736647,2376660.150957386,0.009663514014422447,5.571893635889561e-07,8788.165180837037,True,8,,0.006456353883077905,0.0008480483399966736,0.9732386125675233,tol_met,,501,1003,,fmg,0.2374215333180538,4,"[[32, 32, 32], [16, 16, 16], [8, 8, 8], [4, 4, 4]]","[1.9932, 1.9747, 1.9122, 1.7385]",1.0,27264,"{""4"": 2304, ""8"": 1408, ""16"": 5120, ""32"": 18432}",23084.458100617372,25.389671361502348,27264,8786.751612417866,0.32228402334279144,27.16548186307773,0,"{""max_degree"": 500}",,5.010087237347235e-11,0.9732386125753054,5.00546292557428,1.2145466642372669,4.971602537813251,,,0.32233587077600634,5457.341428600478,2,,aer_simulator_statevector (CPU)
3D_HET_Discharge_SPT100,Thomas,32,32x32x32,32768,1.4942335181253614,0.0,0.0,4.625541379953886e-07,10.41990929003805,True,15,reference,0.0,0.0,0.0,tol_met,,,,,fmg,0.419338088596488,5,"[[32, 32, 32], [16, 16, 32], [8, 8, 32], [4, 4, 32], [4, 4, 16]]","[1.4942, 1.4787, 1.429, 1.3095, 1.3636]",12.959069696057895,79616,"{""4"": 20224, ""8"": 9216, ""16"": 17408, ""32"": 32768}",46304.0,18.610932475884244,79616,7.800265387864783,9.797359058310871e-05,0.013160853879526258,0,{},,0.0,0.0,756012.8518290425,0.0,755972.009246775,264.0600290293903,0.0,0.00013087707609071102,14062.616472238666,2,,aer_simulator_statevector (CPU)
